,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,city,Flats_per_floor,Street
31861,"15-я в.о. линия, 50 литер б",1917,2,1,2,206.1,59.941889,30.265697,spb,1.0,15-я в.о. линия
14934,"ул. москворечье, 41 корпус 1",1960,59,3,5,2468.0,55.645334,37.663764,moscow,3.9333333333333336,ул. москворечье
26492,"ул. чертановская, 63 корпус 1",1972,98,1,14,4233.8,55.597363,37.588817,moscow,7.0,ул. чертановская
49669,"ул. приволжская (отары), 110",1957,9,5,2,47.5,55.808569,48.926553,kazan,0.9,ул. приволжская (отары)
27382,"ул. бойцовая, 24 корпус 3",1959,67,3,5,4173.0,55.815736,37.727832,moscow,4.466666666666667,ул. бойцовая
46051,"ул. степана разина, 13 литер а",1917,100,5,4,3407.9,59.910063,30.264467,spb,5.0,ул. степана разина
31024,"п. десеновское, ул. кедровая, 2",2014,18,1,3,965.9,55.513453,37.366098,moscow,6.0,п. десеновское
6019,"ш. каширское, 13 корпус 2",1953,4,2,5,2588.9,55.666853,37.631065,moscow,0.4,ш. каширское
32581,"ул. герасимовская, 9 литер а",1938,8,2,2,642.4,59.982041,30.40437,spb,2.0,ул. герасимовская
46858,"пр-кт старо-петергофский, 21 литер б",1929,94,5,4,2170.63,59.911439,30.275821,spb,4.7,пр-кт старо-петергофский
6865,"ул. маршала рыбалко, 16 корпус 4",1957,69,4,5,5085.4,55.800033,37.486867,moscow,3.45,ул. маршала рыбалко
42179,"ул. фурштатская, 8 литер а",1869,16,2,4,1247.0,59.945504,30.350669,spb,2.0,ул. фурштатская
27852,"ул. затонная, 9 корпус 2",1963,80,4,5,3716.3,55.679458,37.685817,moscow,4.0,ул. затонная
40684,"ул. купчинская, 9 корпус 1 литер а",1973,179,5,10,9858.8,59.842752,30.380673,spb,3.58,ул. купчинская
6048,"ул. мурановская, 11",1975,191,4,12,8617.0,55.893198,37.599022,moscow,3.9791666666666665,ул. мурановская
26623,"задонский проезд, 30 корпус 1",1986,334,6,14,15169.5,55.621729,37.756641,moscow,3.976190476190476,задонский проезд
44664,"пр-кт большой в.о., 76 литер а",1952,64,4,6,4590.91,59.930886,30.256471,spb,2.6666666666666665,пр-кт большой в.о.
45638,"пр-кт петровский, 20 корпус 3 литер а",1883,1,1,2,462.9,59.959814,30.265518,spb,0.5,пр-кт петровский
26776,"ул. 3-я новоостанкинская, 15",1962,60,3,5,2545.0,55.818999,37.627059,moscow,4.0,ул. 3-я новоостанкинская
22924,"ул. водопьянова, 3 корпус 1",2009,2,2,3,434.0,55.906905,37.563548,moscow,0.3333333333333333,ул. водопьянова
26524,"ул. 2-я вольская, 5 корпус 2",2010,132,3,12,6397.0,55.687391,37.922074,moscow,3.6666666666666665,ул. 2-я вольская
13592,"ул. госпитальный вал, 8/1",1969,59,1,9,2534.0,55.77193,37.70841,moscow,6.555555555555555,ул. госпитальный вал
28815,"ул. нагорная, 15 корпус 5",1975,168,3,12,9365.0,55.678316,37.607763,moscow,4.666666666666667,ул. нагорная
22115,"ш. хорошевское, 36а",1965,72,1,9,2586.3,55.775682,37.538539,moscow,8.0,ш. хорошевское
34800,"пр-кт юрия гагарина, 57 литер а",1961,60,3,5,2529.7,59.845225,30.335981,spb,4.0,пр-кт юрия гагарина
9561,"ул. поречная, 27 корпус 1",2000,168,2,22,9817.0,55.651999,37.771633,moscow,3.8181818181818175,ул. поречная
7854,"ул. бахрушина, 4 строение 1",1967,65,1,14,3999.5,55.736437,37.634003,moscow,4.642857142857143,ул. бахрушина
39503,"ул. кронверкская, 27 литер а",1910,24,4,6,2754.1,59.961566,30.310936,spb,1.0,ул. кронверкская
43619,"пр-кт авиаконструкторов, 38 корпус 1 литер а",2002,376,10,15,25696.57,60.027256,30.221958,spb,2.506666666666667,пр-кт авиаконструкторов
21392,"ул. генерала кузнецова, 17",1995,156,4,14,10700.0,55.686051,37.857953,moscow,2.7857142857142856,ул. генерала кузнецова
37524,"ул. червонного казачества, 32 литер а",1960,70,7,5,3159.9,59.865524,30.274285,spb,2.0,ул. червонного казачества
17466,"ш. открытое, 24 корпус 3",1998,135,2,17,7413.3,55.821664,37.754565,moscow,3.9705882352941178,ш. открытое
11967,"ул. чертановская, 20 корпус 2",1970,94,1,14,3986.0,55.625791,37.595052,moscow,6.714285714285714,ул. чертановская
49685,"ул. даурская, 48в",2016,353,9,12,15643.7,55.765893,49.190335,kazan,3.2685185185185186,ул. даурская
21427,"ул. гольяновская, 7 корпус 1",1953,53,4,5,2758.2,55.775388,37.709838,moscow,2.65,ул. гольяновская
47567,"пр-кт лахтинский, 92 литер а",1916,3,1,1,184.8,59.992155,30.148548,spb,3.0,пр-кт лахтинский
49562,"ул. белинского, 25",1970,70,4,5,3329.0,55.853435,49.069179,kazan,3.5,ул. белинского
42337,"ш. петергофское, 57 литер а",2010,326,7,19,22002.4,59.848556,30.136187,spb,2.451127819548872,ш. петергофское
22057,"ул. олений вал, 24 корпус 3",1981,127,1,16,5829.1,55.79934,37.69763,moscow,7.9375,ул. олений вал
39392,"ул. ключевая, 19 литер а",1962,100,5,5,4562.23,59.973816,30.407532,spb,4.0,ул. ключевая
9768,"конаковский проезд, 4 корпус 2",1966,195,1,16,4996.9,55.846487,37.484649,moscow,12.1875,конаковский проезд
31428,"загребский б-р, 35/28 литер а",1979,71,2,9,4077.0,59.83243,30.412266,spb,3.9444444444444446,загребский б-р
9126,"пр-кт волгоградский, 159 корпус 1",1962,99,5,5,4466.8,55.703687,37.785342,moscow,3.96,пр-кт волгоградский
46486,"пр-кт юрия гагарина, 18 корпус 4 литер а",1970,231,4,9,11263.49,59.859894,30.34315,spb,6.416666666666667,пр-кт юрия гагарина
24290,"ул. 2-я брестская, 24/15",1906,22,1,6,2087.0,55.77236,37.588467,moscow,3.6666666666666665,ул. 2-я брестская
22730,"ул. краснодонская, 11",1957,36,2,5,2381.0,55.683204,37.750523,moscow,3.6,ул. краснодонская
20836,"ул. сормовская, 17 корпус 2",1968,100,5,5,4501.0,55.7063,37.809345,moscow,4.0,ул. сормовская
620,"ул. станиславского, 11",2009,54,5,6,6768.4,55.744774,37.659865,moscow,1.8,ул. станиславского
40086,"ул. ворошилова, 29 корпус 3 литер а",2013,240,3,16,15554.4,59.932261,30.461943,spb,5.0,ул. ворошилова
32189,"ул. софийская, 30 корпус 2 литер а",1989,156,3,14,9610.8,59.876427,30.40658,spb,3.7142857142857135,ул. софийская
12144,"ул. тимура фрунзе, 34",1976,59,1,12,2670.4,55.737208,37.585637,moscow,4.916666666666667,ул. тимура фрунзе
39750,"крюкова канала наб., 27 литер а",1828,5,1,3,1136.9,59.919049,30.299716,spb,1.6666666666666667,крюкова канала наб.
3824,"ул. новоалексеевская, 15",1949,12,2,3,975.0,55.810471,37.648124,moscow,2.0,ул. новоалексеевская
39196,"тер. фарфоровский пост, 84 литер а",1932,32,4,4,1981.09,59.874612,30.411018,spb,2.0,тер. фарфоровский пост
36648,"ул. 7-я советская, 42 литер б",1917,5,1,4,267.8,59.93461,30.377079,spb,1.25,ул. 7-я советская
7653,"цветной б-р, 15 корпус 2",2007,51,2,10,7112.0,55.771342,37.61865,moscow,2.55,цветной б-р
14895,"прудовой проезд, 10",1958,60,4,5,3276.0,55.814553,37.617024,moscow,3.0,прудовой проезд
36652,"ул. гатчинская, 35 литер а",1907,20,5,6,2355.83,59.963638,30.295997,spb,0.6666666666666666,ул. гатчинская
12029,"ул. байкальская, 16 корпус 3",1959,36,3,4,1950.7,55.815408,37.792915,moscow,3.0,ул. байкальская
49263,"ул. исмаила гаспринского, 31",1994,51,4,5,2927.57,55.775611,49.113717,kazan,2.55,ул. исмаила гаспринского
45689,"8-я в.о. линия, 49 литер а",1917,16,3,5,1051.18,59.942989,30.27574,spb,1.0666666666666669,8-я в.о. линия
1214,"ул. плющиха, 9 строение 4",1935,45,4,5,2195.0,55.744526,37.58058,moscow,2.25,ул. плющиха
34253,"ул. беломорская, 24 литер а",1960,32,2,4,1280.5,59.975999,30.509743,spb,4.0,ул. беломорская
43334,"пр-кт среднеохтинский, 31 литер а",1949,30,2,3,1148.9,59.954678,30.415976,spb,5.0,пр-кт среднеохтинский
14998,"ул. малая полянка, 8",1972,55,1,14,4013.0,55.734668,37.616647,moscow,3.928571428571429,ул. малая полянка
37879,"ул. декабристов, 56 литер в",1890,3,1,2,73.96,59.923955,30.285864,spb,1.5,ул. декабристов
1905,"ул. первомайская, 121",1958,63,5,5,4443.0,55.793844,37.821499,moscow,2.52,ул. первомайская
13079,"коптевский б-р, 15",1961,80,4,5,3562.0,55.831145,37.523141,moscow,4.0,коптевский б-р
20012,"шмитовский проезд, 28",1969,84,1,12,3653.0,55.756138,37.538718,moscow,7.0,шмитовский проезд
49766,"пр-кт альберта камалеева, 6",2008,96,1,16,6801.1,55.791612,49.182115,kazan,6.0,пр-кт альберта камалеева
9438,"ул. чертановская, 49 корпус 1",1972,93,1,14,4014.2,55.603766,37.590704,moscow,6.642857142857143,ул. чертановская
15417,"ул. 1-я тверская-ямская, 13 строение 1",1943,103,4,8,6581.0,55.773368,37.589743,moscow,3.21875,ул. 1-я тверская-ямская
35771,"пр-кт культуры, 24 корпус 2 литер и",1976,72,1,12,2817.29,60.048566,30.37363,spb,6.0,пр-кт культуры
10305,"ул. новокузнецкая, 30 строение 3",1929,20,2,5,1414.8,55.734217,37.633059,moscow,2.0,ул. новокузнецкая
43907,"ул. садовая, 14/52 литер а",1798,11,2,6,785.75,59.93479,30.335703,spb,0.9166666666666666,ул. садовая
41172,"ул. смоленская, 9 корпус 3 литер а",2014,158,4,12,9577.6,59.903327,30.322273,spb,3.2916666666666665,ул. смоленская
44974,"ул. гаванская, 14 литер в",1908,7,1,4,443.27,59.93103,30.239844,spb,1.75,ул. гаванская
15442,"ул. скульптора мухиной, 2",1991,252,3,22,9491.9,55.644476,37.348994,moscow,3.8181818181818175,ул. скульптора мухиной
21786,"ш. энтузиастов, 68",1960,90,3,8,3789.0,55.762966,37.77935,moscow,3.75,ш. энтузиастов
38570,"ш. рябовское, 121 корпус 2 литер а",1994,54,2,9,3132.4,59.985822,30.521457,spb,3.0,ш. рябовское
12469,"ул. веерная, 30 корпус 6",2003,221,5,15,11336.0,55.710423,37.476016,moscow,2.9466666666666668,ул. веерная
22180,"ул. генерала антонова, 4 корпус 2",1975,179,5,9,9130.0,55.644166,37.532664,moscow,3.9777777777777774,ул. генерала антонова
15466,"ружейный пер., 4 строение 3",1975,48,2,9,3439.0,55.743132,37.578774,moscow,2.6666666666666665,ружейный пер.
30168,"ул. федора полетаева, 20 корпус 1",1964,100,5,5,4480.0,55.710819,37.778937,moscow,4.0,ул. федора полетаева
18020,"ул. 3-я гражданская, 54",1960,70,4,5,4989.0,55.809879,37.710153,moscow,3.5,ул. 3-я гражданская
46956,"ул. гданьская, 7 литер а",1960,72,5,5,4509.99,60.01543,30.327465,spb,2.88,ул. гданьская
18650,"ул. новозаводская, 23/8 корпус 2",1955,32,2,5,2146.0,55.752526,37.502327,moscow,3.2,ул. новозаводская
10163,"ул. 10-я соколиной горы, 12",1959,19,1,5,1115.0,55.773844,37.731461,moscow,3.8,ул. 10-я соколиной горы
22601,"ул. чистова, 16 корпус 5",2014,120,1,16,7609.6,55.695053,37.745645,moscow,7.5,ул. чистова
20796,"ул. кржижановского, 1/19",1956,58,4,5,4246.7,55.683686,37.560422,moscow,2.9,ул. кржижановского
39532,"ул. зверинская, 24 литер а",1898,19,2,5,753.94,59.953092,30.299734,spb,1.9,ул. зверинская
19218,"1-й самотечный пер., 17а",1935,14,2,5,1363.0,55.777758,37.609685,moscow,1.4,1-й самотечный пер.
19035,"заводской проезд, 3",1960,42,3,5,2790.0,55.789406,37.779943,moscow,2.8,заводской проезд
36636,"ул. канонерская, 31 литер а",1777,13,2,4,954.24,59.919112,30.287131,spb,1.625,ул. канонерская
10277,"1-й рижский пер., 3",1956,86,3,8,3777.0,55.811371,37.656514,moscow,3.583333333333333,1-й рижский пер.
830,"ул. шоссейная, 29 корпус 1",1969,81,1,12,3464.1,55.682336,37.724948,moscow,6.75,ул. шоссейная
33360,"пр-кт волковский, 110 литер а",1981,101,4,5,5573.0,59.888293,30.355825,spb,5.05,пр-кт волковский
30642,"ул. 5-я парковая, 5 корпус 2",1963,40,2,5,1595.3,55.7889,37.788073,moscow,4.0,ул. 5-я парковая
42218,"пр-кт луначарского, 80 корпус 5 литер а",1975,179,5,9,9351.32,60.037589,30.376927,spb,3.9777777777777774,пр-кт луначарского
36910,"ул. кременчугская, 9 корпус 1 литер а",2015,392,12,9,23946.5,59.923649,30.371797,spb,3.629629629629629,ул. кременчугская
7512,"ул. удальцова, 24",1978,94,2,12,8149.0,55.681001,37.497135,moscow,3.9166666666666665,ул. удальцова
48830,"ул. галактионова, 3а",1960,40,2,5,1600.98,55.793515,49.12615,kazan,4.0,ул. галактионова
47870,"ул. учительская, 5 корпус 1 литер а",2003,318,8,11,16551.4,60.034924,30.387949,spb,3.613636363636364,ул. учительская
6295,"ул. вилиса лациса, 15",2015,282,3,17,15540.2,55.863121,37.425477,moscow,5.529411764705882,ул. вилиса лациса
26154,"ул. гончарова, 17 корпус 1",1952,53,4,5,2723.0,55.815741,37.589006,moscow,2.65,ул. гончарова
23150,"рижский проезд, 9",1957,144,4,9,9952.0,55.815585,37.661392,moscow,4.0,рижский проезд
29574,"ул. юных ленинцев, 53 корпус 5",1966,96,1,12,3572.0,55.702911,37.759982,moscow,8.0,ул. юных ленинцев
41014,"ул. танкиста хрустицкого, 104 литер а",1966,48,3,4,2042.9,59.835835,30.258079,spb,4.0,ул. танкиста хрустицкого
15073,"новикова-прибоя, 3",1969,98,1,14,4257.0,55.782517,37.447917,moscow,7.0,новикова-прибоя
1953,"ул. курганская, 12",1990,110,2,14,4996.3,55.829461,37.823376,moscow,3.928571428571429,ул. курганская
476,"ул. футбольная, 24",2013,33,3,3,1575.7,55.51407,37.373455,moscow,3.6666666666666665,ул. футбольная
6292,"ул. степана супруна, 12 корпус 2",1969,45,1,12,2315.0,55.797645,37.544611,moscow,3.75,ул. степана супруна
5368,"ул. отрадная, 20",2008,176,2,19,10756.2,55.854133,37.61865,moscow,4.631578947368421,ул. отрадная
4008,"бескудниковский б-р, 30 корпус 3",2005,296,5,17,16746.6,55.870314,37.557547,moscow,3.4823529411764707,бескудниковский б-р
32018,"ул. кирилловская, 15/20 литер а",1903,34,3,7,2456.6,59.93594,30.383502,spb,1.619047619047619,ул. кирилловская
49664,"ул. волочаевская, 8",2004,177,5,9,12550.2,55.789026,49.174928,kazan,3.933333333333333,ул. волочаевская
26376,"боровское, 44",1989,203,3,17,11151.0,55.637408,37.348455,moscow,3.980392156862745,боровское
31721,"ул. ординарная, 10 литер а",1905,10,3,6,1292.6,59.9653,30.307586,spb,0.5555555555555556,ул. ординарная
4812,"ул. каспийская, 24 корпус 3",1967,117,6,5,5024.0,55.625638,37.673663,moscow,3.9,ул. каспийская
42576,"горелово, ш. красносельское, 56 корпус 1 литер а",2011,671,6,18,40028.5,59.795139,30.152833,spb,6.212962962962963,горелово
11846,"черницынский проезд, 10 корпус 1",1968,84,1,12,3639.8,55.821259,37.788216,moscow,7.0,черницынский проезд
40943,"ул. турку, 19 корпус 2 литер а",1966,90,6,5,4037.8,59.865637,30.391875,spb,3.0,ул. турку
29584,"ул. кусковская, 23 корпус 4",1964,60,3,5,1787.4,55.741698,37.781218,moscow,4.0,ул. кусковская
17671,"пр-кт вернадского, 89",1981,319,5,16,20245.9,55.666107,37.499785,moscow,3.9875,пр-кт вернадского
33646,"ул. савушкина, 123 корпус 3 литер а",1991,118,2,12,6068.2,59.987605,30.224114,spb,4.916666666666667,ул. савушкина
40255,"ул. дыбенко, 8 корпус 2 строение 1",2019,267,3,23,16318.4,59.901472,30.454828,spb,3.869565217391304,ул. дыбенко
22835,"спортивный проезд, 3",1966,139,7,5,5859.7,55.68363,37.75338,moscow,3.971428571428572,спортивный проезд
20910,"ул. 2-я песчаная, 8",1951,53,4,6,3516.1,55.795469,37.51397,moscow,2.208333333333333,ул. 2-я песчаная
3578,"ул. молостовых, 2 корпус 2",1975,190,4,12,11009.0,55.765655,37.829862,moscow,3.9583333333333335,ул. молостовых
11140,"мячковский б-р, 20 корпус 2",1995,168,2,22,9834.0,55.648748,37.759964,moscow,3.8181818181818175,мячковский б-р
49171,"ул. рихарда зорге, 85",1976,143,4,9,7866.47,55.748645,49.219,kazan,3.9722222222222223,ул. рихарда зорге
21346,"ул. дубнинская, 17 корпус 2",2001,187,3,17,10886.1,55.861322,37.565416,moscow,3.666666666666667,ул. дубнинская
44338,"ул. оскаленко, 19 литер а",1890,4,1,2,229.5,59.986596,30.277294,spb,2.0,ул. оскаленко
8270,"ш. щелковское, 35 корпус 2",1965,79,4,5,3390.8,55.81127,37.783761,moscow,3.95,ш. щелковское
27776,"3-й волоколамский проезд, 6 корпус 1",1958,30,2,5,1562.0,55.801329,37.484586,moscow,3.0,3-й волоколамский проезд
8529,"ул. верхоянская, 12",1957,18,2,3,883.2,55.857791,37.66565,moscow,3.0,ул. верхоянская
16646,"старокирочный пер., 16/2 строение 5",1960,60,3,5,2475.2,55.768714,37.683572,moscow,4.0,старокирочный пер.
18086,"ул. новая басманная, 28 строение 1",1917,26,2,4,2917.6,55.769413,37.666782,moscow,3.25,ул. новая басманная
13642,"ш. алтуфьевское, 88",1983,512,6,22,33200.0,55.899204,37.589015,moscow,3.8787878787878793,ш. алтуфьевское
25152,"ул. сталеваров, 4 корпус 2",1973,72,2,9,3881.9,55.773226,37.838585,moscow,4.0,ул. сталеваров
9275,"кронштадтский б-р, 19 корпус 3",1967,100,5,5,4080.4,55.844794,37.494773,moscow,4.0,кронштадтский б-р
41108,"ул. лахтинская, 14 литер а",1903,29,6,5,2485.68,59.962161,30.301163,spb,0.9666666666666666,ул. лахтинская
13971,"ул. таганская, 36 корпус 2",2003,45,1,15,6474.7,55.73889,37.666629,moscow,3.0,ул. таганская
16575,"ул. бутырская, 9 корпус 1",1960,80,3,8,4747.0,55.79519,37.583059,moscow,3.333333333333333,ул. бутырская
34558,"пр-кт комендантский, 53 корпус 1 литер а",2008,327,2,25,20677.1,60.030272,30.234723,spb,6.54,пр-кт комендантский
44200,"ул. новороссийская, 44 литер ю",1966,60,3,5,2531.26,59.995876,30.350884,spb,4.0,ул. новороссийская
7038,"ул. алтайская, 20",2003,135,2,17,7569.5,55.819863,37.817672,moscow,3.9705882352941178,ул. алтайская
24516,"ул. барышиха, 18",1998,128,2,17,6971.0,55.843399,37.352875,moscow,3.764705882352941,ул. барышиха
46024,"пр-кт обуховской обороны, 144 литер а",1989,285,8,9,16096.8,59.840397,30.486764,spb,3.9583333333333335,пр-кт обуховской обороны
37863,"ул. весельная, 10 литер а",1956,75,5,5,4751.7,59.929605,30.244021,spb,3.0,ул. весельная
4902,"ул. кулакова, 12 корпус 1",1979,287,6,12,15795.0,55.809626,37.396156,moscow,3.986111111111111,ул. кулакова
33947,"пр-кт ленинский, 55 корпус 1 литер а",2011,706,10,17,42063.8,59.86247,30.171617,spb,4.152941176470588,пр-кт ленинский
23001,"ул. автозаводская, 8",1957,112,3,10,6724.0,55.708486,37.659622,moscow,3.733333333333333,ул. автозаводская
37633,"пр-кт обуховской обороны, 227 корпус 3 литер б",1937,6,1,2,305.9,59.864598,30.467971,spb,3.0,пр-кт обуховской обороны
1736,"ул. 1-я мелитопольская, 10",2002,143,2,16,8052.0,55.541657,37.579834,moscow,4.46875,ул. 1-я мелитопольская
13818,"пр-кт ломоносовский, 34",1964,72,1,9,2577.1,55.708323,37.511023,moscow,8.0,пр-кт ломоносовский
19274,"ул. митинская, 23",1994,258,4,17,8311.2,55.843985,37.364418,moscow,3.794117647058824,ул. митинская
12744,"пр-кт союзный, 9 корпус 1",1969,84,1,12,2301.0,55.750753,37.80868,moscow,7.0,пр-кт союзный
38541,"пр-кт испытателей, 16 литер а",1976,36,1,15,5502.28,60.004226,30.283259,spb,2.4,пр-кт испытателей
444,"ул. нижегородская, 75а",1962,60,3,5,2574.0,55.732636,37.722253,moscow,4.0,ул. нижегородская
15221,"ул. шипиловская, 48 корпус 1",1986,327,5,17,18048.8,55.621333,37.735728,moscow,3.847058823529412,ул. шипиловская
22475,"п. десеновское, ул. футбольная, 6",2014,33,3,3,1566.6,55.512077,37.368002,moscow,3.6666666666666665,п. десеновское
723,"ул. 1812 года, 4/45 корпус 2",1971,108,3,9,5447.0,55.736549,37.526151,moscow,4.0,ул. 1812 года
13537,"пр-кт пролетарский, 17 корпус 1",1988,474,7,17,30494.8,55.642428,37.657628,moscow,3.983193277310924,пр-кт пролетарский
19266,"старопименовский пер., 14",1896,33,1,7,1704.0,55.769722,37.603496,moscow,4.714285714285714,старопименовский пер.
19170,"пр-кт пролетарский, 31",1970,112,1,15,5449.9,55.634685,37.658634,moscow,7.466666666666667,пр-кт пролетарский
14908,"ул. малахитовая, 6 корпус 2",1970,98,1,14,4232.0,55.830897,37.661356,moscow,7.0,ул. малахитовая
19513,"ул. гастелло, 14",1966,84,1,12,3617.0,55.784491,37.686365,moscow,7.0,ул. гастелло
27609,"ул. академика понтрягина, 27",2006,158,3,14,8831.0,55.531672,37.50089,moscow,3.761904761904762,ул. академика понтрягина
37062,"ул. антонова-овсеенко, 25 корпус 1 литер х",1970,214,6,9,11288.06,59.910099,30.476505,spb,3.962962962962963,ул. антонова-овсеенко
11880,"ш. открытое, 23 корпус 3",1964,119,6,5,5107.0,55.825553,37.75187,moscow,3.9666666666666655,ш. открытое
39437,"ул. савушкина, 107 корпус 1 литер а",1991,381,13,9,21198.1,59.985034,30.240895,spb,3.2564102564102564,ул. савушкина
47340,"новаторов б-р, 59 литер а",1965,70,7,5,3189.2,59.843421,30.262122,spb,2.0,новаторов б-р
25202,"ул. зеленодольская, 28 корпус 2",1964,72,1,9,2568.0,55.71163,37.772253,moscow,8.0,ул. зеленодольская
21696,"2-й митинский, 3",1995,111,2,14,5073.0,55.846037,37.366484,moscow,3.9642857142857135,2-й митинский
28865,"чонгарский б-р, 23",1966,84,1,12,3610.5,55.652603,37.60328,moscow,7.0,чонгарский б-р
23925,"ул. 1-я новокузьминская, 7 корпус 1",1998,85,1,14,7188.6,55.716108,37.786671,moscow,6.071428571428571,ул. 1-я новокузьминская
17522,"4-й капотня кв-л, 4",1977,144,4,9,7120.3,55.633526,37.794666,moscow,4.0,4-й капотня кв-л
42302,"пр-кт комендантский, 50 корпус 3 литер а",2001,55,2,7,3074.4,60.028775,30.2321,spb,3.928571428571429,пр-кт комендантский
28440,"армянский пер., 7",1900,41,4,5,7372.0,55.759983,37.636581,moscow,2.05,армянский пер.
29141,"пр-кт волгоградский, 161 корпус 1",1962,100,5,5,4427.9,55.703576,37.786159,moscow,4.0,пр-кт волгоградский
122,"ул. нижняя первомайская, 2",2007,52,1,14,3561.6,55.790752,37.791863,moscow,3.7142857142857135,ул. нижняя первомайская
28627,"ул. бакинская, 20",1978,120,1,16,5563.1,55.622283,37.656442,moscow,7.5,ул. бакинская
29113,"ул. первомайская, 82",1968,128,4,9,2774.6,55.793009,37.804557,moscow,3.555555555555556,ул. первомайская
4273,"дмитровский проезд, 6 корпус 2",1967,125,4,9,5879.8,55.809823,37.575711,moscow,3.4722222222222223,дмитровский проезд
16271,"ул. студенческая, 28 корпус 3",1930,40,4,5,2880.0,55.742534,37.544773,moscow,2.0,ул. студенческая
30325,"ул. глебовская, 12",1962,60,3,5,2569.0,55.813364,37.71671,moscow,4.0,ул. глебовская
46093,"ул. коммуны, 40 литер а",1983,336,4,14,16781.0,59.954056,30.496088,spb,6.0,ул. коммуны
